team_list_member_id,team_list_id,pokemon_key,pokemon_id,slot_number,item_name,ability,nature,moves,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
6693:4,6693,farigiraf,981,4,Sitrus Berry,Armor Tail,Bold,Twin Beam|Thunderbolt|Roar|Trick Room,Limitless VGC,https://limitlessvgc.com/teams/6693,436:6693:33:4,2026-08-03 08:41:23.658111+00,0.2.0
6694:1,6694,mamoswine,473,1,Focus Sash,Oblivious,Adamant,Protect|Icicle Crash|Earthquake|Ice Shard,Limitless VGC,https://limitlessvgc.com/teams/6694,436:6694:1121:1,2026-08-03 08:41:23.658111+00,0.2.0
6696:3,6696,kingambit,983,3,Chople Berry,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6696,436:6696:1127:3,2026-08-03 08:41:23.658111+00,0.2.0
6696:4,6696,garchomp,445,4,Sitrus Berry,Rough Skin,Jolly,Earthquake|Dragon Claw|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6696,436:6696:1127:4,2026-08-03 08:41:23.658111+00,0.2.0
6696:6,6696,whimsicott,547,6,Focus Sash,Prankster,Timid,Moonblast|Encore|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6696,436:6696:1127:6,2026-08-03 08:41:23.658111+00,0.2.0
6697:1,6697,incineroar,727,1,Sitrus Berry,Intimidate,Impish,Fake Out|Throat Chop|Flare Blitz|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6697,436:6697:1234:1,2026-08-03 08:41:23.658111+00,0.2.0
6698:2,6698,garchomp,445,2,Choice Scarf,Rough Skin,Adamant,Dragon Claw|Earthquake|Rock Slide|Stomping Tantrum,Limitless VGC,https://limitlessvgc.com/teams/6698,436:6698:1462:2,2026-08-03 08:41:23.658111+00,0.2.0
6699:3,6699,lycanroc-dusk,745,3,Focus Sash,Tough Claws,Adamant,Protect|Accelerock|Rock Slide|Close Combat,Limitless VGC,https://limitlessvgc.com/teams/6699,436:6699:110:3,2026-08-03 08:41:23.658111+00,0.2.0
6701:5,6701,incineroar,727,5,Sitrus Berry,Intimidate,Careful,Flare Blitz|Throat Chop|Fake Out|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6701,436:6701:2944:5,2026-08-03 08:41:23.658111+00,0.2.0
6702:4,6702,garchomp,445,4,Sitrus Berry,Rough Skin,Jolly,Earthquake|Dragon Claw|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6702,436:6702:1742:4,2026-08-03 08:41:23.658111+00,0.2.0
6703:3,6703,farigiraf,981,3,Sitrus Berry,Armor Tail,Calm,Psychic|Helping Hand|Trick Room|Protect,Limitless VGC,https://limitlessvgc.com/teams/6703,436:6703:2586:3,2026-08-03 08:41:23.658111+00,0.2.0
6703:6,6703,sylveon,700,6,Fairy Feather,Pixilate,Modest,Hyper Voice|Quick Attack|Detect|Yawn,Limitless VGC,https://limitlessvgc.com/teams/6703,436:6703:2586:6,2026-08-03 08:41:23.658111+00,0.2.0
6704:5,6704,kingambit,983,5,Black Glasses,Defiant,Adamant,Kowtow Cleave|Low Kick|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6704,436:6704:2154:5,2026-08-03 08:41:23.658111+00,0.2.0
6705:5,6705,kingambit,983,5,Focus Sash,Defiant,Adamant,Kowtow Cleave|Iron Head|Low Kick|Sucker Punch,Limitless VGC,https://limitlessvgc.com/teams/6705,436:6705:28:5,2026-08-03 08:41:23.658111+00,0.2.0
6686:3,6686,garchomp,445,3,Choice Scarf,Rough Skin,Adamant,Earthquake|Rock Slide|Dragon Claw|Stomping Tantrum,Limitless VGC,https://limitlessvgc.com/teams/6686,435:6686:4936:3,2026-08-03 08:41:23.658111+00,0.2.0
6686:6,6686,incineroar,727,6,Sitrus Berry,Intimidate,Careful,Flare Blitz|Throat Chop|Parting Shot|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6686,435:6686:4936:6,2026-08-03 08:41:23.658111+00,0.2.0
6706:3,6706,basculegion-male,902,3,Mystic Water,Adaptability,Adamant,Wave Crash|Aqua Jet|Last Respects|Protect,Limitless VGC,https://limitlessvgc.com/teams/6706,436:6706:1774:3,2026-08-03 08:41:23.658111+00,0.2.0
6706:6,6706,lycanroc-dusk,745,6,Focus Sash,Tough Claws,Jolly,Accelerock|Rock Slide|Close Combat|Protect,Limitless VGC,https://limitlessvgc.com/teams/6706,436:6706:1774:6,2026-08-03 08:41:23.658111+00,0.2.0
6707:2,6707,basculegion-male,902,2,Mystic Water,Adaptability,Adamant,Wave Crash|Protect|Aqua Jet|Last Respects,Limitless VGC,https://limitlessvgc.com/teams/6707,436:6707:1803:2,2026-08-03 08:41:23.658111+00,0.2.0
6708:1,6708,garchomp,445,1,Roseli Berry,Rough Skin,Jolly,Dragon Claw|Earthquake|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6708,436:6708:161:1,2026-08-03 08:41:23.658111+00,0.2.0
6709:3,6709,sneasler,903,3,Focus Sash,Poison Touch,Jolly,Fake Out|Close Combat|Dire Claw|Quick Guard,Limitless VGC,https://limitlessvgc.com/teams/6709,436:6709:1932:3,2026-08-03 08:41:23.658111+00,0.2.0
6709:6,6709,incineroar,727,6,Sitrus Berry,Intimidate,Careful,Parting Shot|Flare Blitz|Throat Chop|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6709,436:6709:1932:6,2026-08-03 08:41:23.658111+00,0.2.0
6710:3,6710,whimsicott,547,3,Focus Sash,Prankster,Timid,Moonblast|Encore|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6710,436:6710:4939:3,2026-08-03 08:41:23.658111+00,0.2.0
6710:4,6710,garchomp,445,4,Sitrus Berry,Rough Skin,Jolly,Earthquake|Dragon Claw|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6710,436:6710:4939:4,2026-08-03 08:41:23.658111+00,0.2.0
6711:1,6711,sneasler,903,1,White Herb,Unburden,Adamant,Close Combat|Gunk Shot|Fake Out|Protect,Limitless VGC,https://limitlessvgc.com/teams/6711,436:6711:2322:1,2026-08-03 08:41:23.658111+00,0.2.0
6554:4,6554,basculegion-male,902,4,Focus Sash,Adaptability,Adamant,Protect|Aqua Jet|Liquidation|Last Respects,Limitless VGC,https://limitlessvgc.com/teams/6554,434:6554:4903:4,2026-08-03 08:41:23.658111+00,0.2.0
6554:6,6554,sylveon,700,6,Fairy Feather,Pixilate,Modest,Protect|Hyper Beam|Quick Attack|Hyper Voice,Limitless VGC,https://limitlessvgc.com/teams/6554,434:6554:4903:6,2026-08-03 08:41:23.658111+00,0.2.0
6449:3,6449,garchomp,445,3,Choice Scarf,Rough Skin,Adamant,Earthquake|Rock Slide|Stomping Tantrum|Dragon Claw,Limitless VGC,https://limitlessvgc.com/teams/6449,434:6449:165:3,2026-08-03 08:41:23.658111+00,0.2.0
6449:4,6449,incineroar,727,4,Sitrus Berry,Intimidate,Careful,Fake Out|Flare Blitz|Parting Shot|Throat Chop,Limitless VGC,https://limitlessvgc.com/teams/6449,434:6449:165:4,2026-08-03 08:41:23.658111+00,0.2.0
6449:6,6449,sinistcha,1013,6,Kasib Berry,Hospitality,Relaxed,Matcha Gotcha|Rage Powder|Trick Room|Protect,Limitless VGC,https://limitlessvgc.com/teams/6449,434:6449:165:6,2026-08-03 08:41:23.658111+00,0.2.0
6713:2,6713,incineroar,727,2,Sitrus Berry,Intimidate,Careful,Flare Blitz|Throat Chop|Parting Shot|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6713,436:6713:2758:2,2026-08-03 08:41:23.658111+00,0.2.0
6714:2,6714,garchomp,445,2,Sitrus Berry,Rough Skin,Jolly,Dragon Claw|Earthquake|Protect|Rock Slide,Limitless VGC,https://limitlessvgc.com/teams/6714,436:6714:4761:2,2026-08-03 08:41:23.658111+00,0.2.0
6715:3,6715,garchomp,445,3,Sitrus Berry,Rough Skin,Jolly,Earthquake|Rock Tomb|Dragon Claw|Protect,Limitless VGC,https://limitlessvgc.com/teams/6715,436:6715:3179:3,2026-08-03 08:41:23.658111+00,0.2.0
6715:4,6715,kingambit,983,4,Chople Berry,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Iron Head|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6715,436:6715:3179:4,2026-08-03 08:41:23.658111+00,0.2.0
6716:3,6716,kingambit,983,3,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Iron Head|Protect,Limitless VGC,https://limitlessvgc.com/teams/6716,436:6716:3668:3,2026-08-03 08:41:23.658111+00,0.2.0
6716:4,6716,basculegion-male,902,4,Mystic Water,Adaptability,Adamant,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6716,436:6716:3668:4,2026-08-03 08:41:23.658111+00,0.2.0
6716:6,6716,garchomp,445,6,Sitrus Berry,Rough Skin,Jolly,Dragon Claw|Earthquake|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6716,436:6716:3668:6,2026-08-03 08:41:23.658111+00,0.2.0
6717:2,6717,kingambit,983,2,Black Glasses,Defiant,Adamant,Protect|Kowtow Cleave|Sucker Punch|Swords Dance,Limitless VGC,https://limitlessvgc.com/teams/6717,436:6717:129:2,2026-08-03 08:41:23.658111+00,0.2.0
6718:5,6718,kingambit,983,5,Black Glasses,Defiant,Adamant,Protect|Kowtow Cleave|Sucker Punch|Swords Dance,Limitless VGC,https://limitlessvgc.com/teams/6718,436:6718:1274:5,2026-08-03 08:41:23.658111+00,0.2.0
6719:1,6719,kingambit,983,1,Focus Sash,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Iron Head|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6719,436:6719:1686:1,2026-08-03 08:41:23.658111+00,0.2.0
6720:2,6720,whimsicott,547,2,Focus Sash,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6720,436:6720:4940:2,2026-08-03 08:41:23.658111+00,0.2.0
6723:5,6723,whimsicott,547,5,Focus Sash,Prankster,Timid,Moonblast|Encore|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6723,436:6723:2827:5,2026-08-03 08:41:23.658111+00,0.2.0
6724:3,6724,kingambit,983,3,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6724,436:6724:536:3,2026-08-03 08:41:23.658111+00,0.2.0
6724:4,6724,incineroar,727,4,Sitrus Berry,Intimidate,Adamant,Flare Blitz|Darkest Lariat|Parting Shot|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6724,436:6724:536:4,2026-08-03 08:41:23.658111+00,0.2.0
6725:5,6725,basculegion-male,902,5,Choice Scarf,Adaptability,Jolly,Wave Crash|Last Respects|Flip Turn|Aqua Jet,Limitless VGC,https://limitlessvgc.com/teams/6725,436:6725:1023:5,2026-08-03 08:41:23.658111+00,0.2.0
6727:3,6727,sneasler,903,3,Focus Sash,Poison Touch,Jolly,Fake Out|Dire Claw|Close Combat|Throat Chop,Limitless VGC,https://limitlessvgc.com/teams/6727,436:6727:319:3,2026-08-03 08:41:23.658111+00,0.2.0
6727:4,6727,milotic,350,4,Leftovers,Competitive,Bold,Muddy Water|Hypnosis|Coil|Protect,Limitless VGC,https://limitlessvgc.com/teams/6727,436:6727:319:4,2026-08-03 08:41:23.658111+00,0.2.0
6727:6,6727,sinistcha,1013,6,Kasib Berry,Hospitality,Calm,Matcha Gotcha|Rage Powder|Life Dew|Protect,Limitless VGC,https://limitlessvgc.com/teams/6727,436:6727:319:6,2026-08-03 08:41:23.658111+00,0.2.0
6729:1,6729,sneasler,903,1,Focus Sash,Poison Touch,Jolly,Dire Claw|Close Combat|Fake Out|Protect,Limitless VGC,https://limitlessvgc.com/teams/6729,436:6729:4388:1,2026-08-03 08:41:23.658111+00,0.2.0
6730:3,6730,sinistcha,1013,3,Colbur Berry,Hospitality,Relaxed,Rage Powder|Matcha Gotcha|Protect|Life Dew,Limitless VGC,https://limitlessvgc.com/teams/6730,436:6730:4941:3,2026-08-03 08:41:23.658111+00,0.2.0
6730:4,6730,excadrill,530,4,Focus Sash,Sand Rush,Adamant,Rock Slide|Protect|Earthquake|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6730,436:6730:4941:4,2026-08-03 08:41:23.658111+00,0.2.0
6731:2,6731,kingambit,983,2,Occa Berry,Defiant,Adamant,Protect|Kowtow Cleave|Sucker Punch|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6731,436:6731:4942:2,2026-08-03 08:41:23.658111+00,0.2.0
6733:1,6733,basculegion-male,902,1,Sitrus Berry,Adaptability,Adamant,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6733,436:6733:2353:1,2026-08-03 08:41:23.658111+00,0.2.0
6734:5,6734,kingambit,983,5,Occa Berry,Defiant,Adamant,Kowtow Cleave|Iron Head|Low Kick|Sucker Punch,Limitless VGC,https://limitlessvgc.com/teams/6734,436:6734:157:5,2026-08-03 08:41:23.658111+00,0.2.0
6735:3,6735,kingambit,983,3,Black Glasses,Defiant,Adamant,Sucker Punch|Kowtow Cleave|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6735,436:6735:3265:3,2026-08-03 08:41:23.658111+00,0.2.0
6735:4,6735,incineroar,727,4,Sitrus Berry,Intimidate,Relaxed,Fake Out|Flare Blitz|Parting Shot|Protect,Limitless VGC,https://limitlessvgc.com/teams/6735,436:6735:3265:4,2026-08-03 08:41:23.658111+00,0.2.0
6735:6,6735,palafin-zero,964,6,Mystic Water,Zero to Hero,Adamant,Jet Punch|Wave Crash|Flip Turn|Protect,Limitless VGC,https://limitlessvgc.com/teams/6735,436:6735:3265:6,2026-08-03 08:41:23.658111+00,0.2.0
6736:2,6736,orthworm,968,2,Sitrus Berry,Earth Eater,Relaxed,Protect|Body Press|Heavy Slam|Shed Tail,Limitless VGC,https://limitlessvgc.com/teams/6736,436:6736:402:2,2026-08-03 08:41:23.658111+00,0.2.0
6737:4,6737,kingambit,983,4,Chople Berry,Defiant,Adamant,Kowtow Cleave|Iron Head|Low Kick|Sucker Punch,Limitless VGC,https://limitlessvgc.com/teams/6737,436:6737:4943:4,2026-08-03 08:41:23.658111+00,0.2.0
6737:6,6737,garchomp,445,6,Roseli Berry,Rough Skin,Adamant,Earthquake|Poison Jab|Rock Tomb|Protect,Limitless VGC,https://limitlessvgc.com/teams/6737,436:6737:4943:6,2026-08-03 08:41:23.658111+00,0.2.0
6740:4,6740,arcanine-hisui,59,4,Charcoal,Rock Head,Jolly,Head Smash|Flare Blitz|Protect|Extreme Speed,Limitless VGC,https://limitlessvgc.com/teams/6740,436:6740:2993:4,2026-08-03 08:41:23.658111+00,0.2.0
6740:6,6740,basculegion-male,902,6,Mystic Water,Adaptability,Adamant,Wave Crash|Last Respects|Protect|Aqua Jet,Limitless VGC,https://limitlessvgc.com/teams/6740,436:6740:2993:6,2026-08-03 08:41:23.658111+00,0.2.0
6741:3,6741,garchomp,445,3,White Herb,Rough Skin,Jolly,Protect|Dragon Claw|Earthquake|Rock Slide,Limitless VGC,https://limitlessvgc.com/teams/6741,436:6741:1787:3,2026-08-03 08:41:23.658111+00,0.2.0
6741:6,6741,maushold-family-of-four,925,6,Chople Berry,Friend Guard,Timid,Protect|Follow Me|Taunt|Super Fang,Limitless VGC,https://limitlessvgc.com/teams/6741,436:6741:1787:6,2026-08-03 08:41:23.658111+00,0.2.0
6742:4,6742,basculegion-male,902,4,Mystic Water,Adaptability,Adamant,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6742,436:6742:1810:4,2026-08-03 08:41:23.658111+00,0.2.0
6742:6,6742,garchomp,445,6,Roseli Berry,Rough Skin,Adamant,Earthquake|Dragon Claw|Rock Slide|Poison Jab,Limitless VGC,https://limitlessvgc.com/teams/6742,436:6742:1810:6,2026-08-03 08:41:23.658111+00,0.2.0
6744:2,6744,pelipper,279,2,Focus Sash,Drizzle,Modest,Hurricane|Weather Ball|Protect|Tailwind,Limitless VGC,https://limitlessvgc.com/teams/6744,436:6744:4945:2,2026-08-03 08:41:23.658111+00,0.2.0
6745:1,6745,incineroar,727,1,Chople Berry,Intimidate,Sassy,Flare Blitz|Protect|Parting Shot|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6745,436:6745:1977:1,2026-08-03 08:41:23.658111+00,0.2.0
6746:2,6746,incineroar,727,2,Sitrus Berry,Intimidate,Impish,Throat Chop|Flare Blitz|Parting Shot|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6746,436:6746:4946:2,2026-08-03 08:41:23.658111+00,0.2.0
6747:5,6747,corviknight,823,5,Sitrus Berry,Mirror Armor,Impish,Brave Bird|Body Press|Tailwind|Roost,Limitless VGC,https://limitlessvgc.com/teams/6747,436:6747:188:5,2026-08-03 08:41:23.658111+00,0.2.0
6748:1,6748,kingambit,983,1,Black Glasses,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6748,436:6748:1287:1,2026-08-03 08:41:23.658111+00,0.2.0
6749:2,6749,garchomp,445,2,Choice Scarf,Rough Skin,Jolly,Earthquake|Rock Slide|Breaking Swipe|Stomping Tantrum,Limitless VGC,https://limitlessvgc.com/teams/6749,436:6749:4947:2,2026-08-03 08:41:23.658111+00,0.2.0
6750:1,6750,incineroar,727,1,Sitrus Berry,Intimidate,Impish,Flare Blitz|Throat Chop|Fake Out|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6750,436:6750:4803:1,2026-08-03 08:41:23.658111+00,0.2.0
6752:3,6752,sneasler,903,3,White Herb,Unburden,Jolly,Close Combat|Fake Out|Dire Claw|Protect,Limitless VGC,https://limitlessvgc.com/teams/6752,436:6752:2750:3,2026-08-03 08:41:23.658111+00,0.2.0
6752:4,6752,incineroar,727,4,Passho Berry,Intimidate,Relaxed,Flare Blitz|Fake Out|Parting Shot|Protect,Limitless VGC,https://limitlessvgc.com/teams/6752,436:6752:2750:4,2026-08-03 08:41:23.658111+00,0.2.0
6754:1,6754,kingambit,983,1,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6754,436:6754:3294:1,2026-08-03 08:41:23.658111+00,0.2.0
6755:4,6755,archaludon,1018,4,Shuca Berry,Stamina,Modest,Protect|Electro Shot|Aura Sphere|Flash Cannon,Limitless VGC,https://limitlessvgc.com/teams/6755,436:6755:1130:4,2026-08-03 08:41:23.658111+00,0.2.0
6755:6,6755,pelipper,279,6,Focus Sash,Drizzle,Modest,Protect|Tailwind|Hurricane|Weather Ball,Limitless VGC,https://limitlessvgc.com/teams/6755,436:6755:1130:6,2026-08-03 08:41:23.658111+00,0.2.0
6756:1,6756,incineroar,727,1,Sitrus Berry,Intimidate,Careful,Fake Out|Flare Blitz|Parting Shot|Helping Hand,Limitless VGC,https://limitlessvgc.com/teams/6756,436:6756:3273:1,2026-08-03 08:41:23.658111+00,0.2.0
6757:3,6757,basculegion-male,902,3,Sitrus Berry,Adaptability,Adamant,Wave Crash|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6757,436:6757:4474:3,2026-08-03 08:41:23.658111+00,0.2.0
6757:4,6757,sneasler,903,4,White Herb,Unburden,Adamant,Close Combat|Gunk Shot|Coaching|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6757,436:6757:4474:4,2026-08-03 08:41:23.658111+00,0.2.0
6757:6,6757,kingambit,983,6,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6757,436:6757:4474:6,2026-08-03 08:41:23.658111+00,0.2.0
6758:1,6758,vivillon,666,1,Focus Sash,Compound Eyes,Timid,Protect|Sleep Powder|Hurricane|Rage Powder,Limitless VGC,https://limitlessvgc.com/teams/6758,436:6758:4846:1,2026-08-03 08:41:23.658111+00,0.2.0
6759:1,6759,whimsicott,547,1,Fairy Feather,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6759,436:6759:1638:1,2026-08-03 08:41:23.658111+00,0.2.0
6760:3,6760,kingambit,983,3,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6760,436:6760:4054:3,2026-08-03 08:41:23.658111+00,0.2.0
6760:4,6760,arcanine-hisui,59,4,Focus Sash,Rock Head,Jolly,Extreme Speed|Flare Blitz|Head Smash|Protect,Limitless VGC,https://limitlessvgc.com/teams/6760,436:6760:4054:4,2026-08-03 08:41:23.658111+00,0.2.0
6761:2,6761,sneasler,903,2,White Herb,Unburden,Adamant,Fake Out|Close Combat|Dire Claw|Protect,Limitless VGC,https://limitlessvgc.com/teams/6761,436:6761:4044:2,2026-08-03 08:41:23.658111+00,0.2.0
6763:5,6763,pelipper,279,5,Sitrus Berry,Drizzle,Bold,Hurricane|Weather Ball|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6763,436:6763:610:5,2026-08-03 08:41:23.658111+00,0.2.0
6764:4,6764,sinistcha,1013,4,Kasib Berry,Hospitality,Bold,Matcha Gotcha|Life Dew|Rage Powder|Trick Room,Limitless VGC,https://limitlessvgc.com/teams/6764,436:6764:4063:4,2026-08-03 08:41:23.658111+00,0.2.0
6764:6,6764,incineroar,727,6,Sitrus Berry,Intimidate,Impish,Throat Chop|Flare Blitz|Parting Shot|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6764,436:6764:4063:6,2026-08-03 08:41:23.658111+00,0.2.0
6765:2,6765,palafin-zero,964,2,Leftovers,Zero to Hero,Adamant,Protect|Jet Punch|Wave Crash|Bulk Up,Limitless VGC,https://limitlessvgc.com/teams/6765,436:6765:1890:2,2026-08-03 08:41:23.658111+00,0.2.0
6766:5,6766,archaludon,1018,5,Leftovers,Stamina,Modest,Electro Shot|Dragon Pulse|Flash Cannon|Protect,Limitless VGC,https://limitlessvgc.com/teams/6766,436:6766:4813:5,2026-08-03 08:41:23.658111+00,0.2.0
6767:5,6767,vivillon,666,5,Choice Scarf,Compound Eyes,Timid,Hurricane|Rain Dance|Rage Powder|Sleep Powder,Limitless VGC,https://limitlessvgc.com/teams/6767,436:6767:4948:5,2026-08-03 08:41:23.658111+00,0.2.0
6499:2,6499,basculegion-male,902,2,Mystic Water,Swift Swim,Adamant,Wave Crash|Aqua Jet|Protect|Last Respects,Limitless VGC,https://limitlessvgc.com/teams/6499,434:6499:3298:2,2026-08-03 08:41:23.658111+00,0.2.0
6768:5,6768,kingambit,983,5,Black Glasses,Defiant,Adamant,Kowtow Cleave|Swords Dance|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6768,436:6768:1398:5,2026-08-03 08:41:23.658111+00,0.2.0
6770:1,6770,kingambit,983,1,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6770,436:6770:215:1,2026-08-03 08:41:23.658111+00,0.2.0
6771:2,6771,tsareena,763,2,Miracle Seed,Queenly Majesty,Adamant,Protect|Trop Kick|Low Kick|Triple Axel,Limitless VGC,https://limitlessvgc.com/teams/6771,436:6771:151:2,2026-08-03 08:41:23.658111+00,0.2.0
6773:3,6773,garchomp,445,3,Choice Scarf,Rough Skin,Adamant,Rock Slide|Earthquake|Dragon Claw|Stomping Tantrum,Limitless VGC,https://limitlessvgc.com/teams/6773,436:6773:657:3,2026-08-03 08:41:23.658111+00,0.2.0
6773:4,6773,kingambit,983,4,Occa Berry,Defiant,Adamant,Protect|Kowtow Cleave|Sucker Punch|Low Kick,Limitless VGC,https://limitlessvgc.com/teams/6773,436:6773:657:4,2026-08-03 08:41:23.658111+00,0.2.0
6773:6,6773,incineroar,727,6,Sitrus Berry,Intimidate,Careful,Fake Out|Flare Blitz|Parting Shot|Taunt,Limitless VGC,https://limitlessvgc.com/teams/6773,436:6773:657:6,2026-08-03 08:41:23.658111+00,0.2.0
6774:2,6774,sinistcha,1013,2,Colbur Berry,Hospitality,Bold,Rage Powder|Protect|Trick Room|Matcha Gotcha,Limitless VGC,https://limitlessvgc.com/teams/6774,436:6774:26:2,2026-08-03 08:41:23.658111+00,0.2.0
6775:1,6775,garchomp,445,1,White Herb,Rough Skin,Adamant,Earthquake|Scale Shot|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6775,436:6775:1937:1,2026-08-03 08:41:23.658111+00,0.2.0
6776:1,6776,pelipper,279,1,Sitrus Berry,Drizzle,Bold,Tailwind|Weather Ball|Hurricane|Wide Guard,Limitless VGC,https://limitlessvgc.com/teams/6776,436:6776:4949:1,2026-08-03 08:41:23.658111+00,0.2.0
6777:1,6777,sinistcha,1013,1,Kasib Berry,Hospitality,Bold,Matcha Gotcha|Protect|Life Dew|Rage Powder,Limitless VGC,https://limitlessvgc.com/teams/6777,436:6777:4950:1,2026-08-03 08:41:23.658111+00,0.2.0
6577:1,6577,kingambit,983,1,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6577,435:6577:4196:1,2026-08-03 08:41:23.658111+00,0.2.0
6778:3,6778,arcanine-hisui,59,3,Focus Sash,Rock Head,Jolly,Flare Blitz|Head Smash|Extreme Speed|Protect,Limitless VGC,https://limitlessvgc.com/teams/6778,436:6778:1603:3,2026-08-03 08:41:23.658111+00,0.2.0
6778:6,6778,kingambit,983,6,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Iron Head|Protect,Limitless VGC,https://limitlessvgc.com/teams/6778,436:6778:1603:6,2026-08-03 08:41:23.658111+00,0.2.0
6780:2,6780,kingambit,983,2,Black Glasses,Defiant,Adamant,Kowtow Cleave|Swords Dance|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6780,436:6780:4953:2,2026-08-03 08:41:23.658111+00,0.2.0
