pokemon_id,pokemon_name,form_name,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
157,typhlosion,typhlosion,78,84,78,109,85,100,534,PokéAPI,https://pokeapi.co/api/v2/pokemon/typhlosion,157,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
158,totodile,totodile,50,65,64,44,48,43,314,PokéAPI,https://pokeapi.co/api/v2/pokemon/totodile,158,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
159,croconaw,croconaw,65,80,80,59,63,58,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/croconaw,159,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
160,feraligatr,feraligatr,85,105,100,79,83,78,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/feraligatr,160,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
161,sentret,sentret,35,46,34,35,45,20,215,PokéAPI,https://pokeapi.co/api/v2/pokemon/sentret,161,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
162,furret,furret,85,76,64,45,55,90,415,PokéAPI,https://pokeapi.co/api/v2/pokemon/furret,162,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
163,hoothoot,hoothoot,60,30,30,36,56,50,262,PokéAPI,https://pokeapi.co/api/v2/pokemon/hoothoot,163,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
164,noctowl,noctowl,100,50,50,86,96,70,452,PokéAPI,https://pokeapi.co/api/v2/pokemon/noctowl,164,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
165,ledyba,ledyba,40,20,30,40,80,55,265,PokéAPI,https://pokeapi.co/api/v2/pokemon/ledyba,165,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
166,ledian,ledian,55,35,50,55,110,85,390,PokéAPI,https://pokeapi.co/api/v2/pokemon/ledian,166,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
167,spinarak,spinarak,40,60,40,40,40,30,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/spinarak,167,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
168,ariados,ariados,70,90,70,60,70,40,400,PokéAPI,https://pokeapi.co/api/v2/pokemon/ariados,168,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
169,crobat,crobat,85,90,80,70,80,130,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/crobat,169,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
170,chinchou,chinchou,75,38,38,56,56,67,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/chinchou,170,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
171,lanturn,lanturn,125,58,58,76,76,67,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/lanturn,171,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
172,pichu,pichu,20,40,15,35,35,60,205,PokéAPI,https://pokeapi.co/api/v2/pokemon/pichu,172,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
173,cleffa,cleffa,50,25,28,45,55,15,218,PokéAPI,https://pokeapi.co/api/v2/pokemon/cleffa,173,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
174,igglybuff,igglybuff,90,30,15,40,20,15,210,PokéAPI,https://pokeapi.co/api/v2/pokemon/igglybuff,174,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
175,togepi,togepi,35,20,65,40,65,20,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/togepi,175,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
176,togetic,togetic,55,40,85,80,105,40,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/togetic,176,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
177,natu,natu,40,50,45,70,45,70,320,PokéAPI,https://pokeapi.co/api/v2/pokemon/natu,177,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
178,xatu,xatu,65,75,70,95,70,95,470,PokéAPI,https://pokeapi.co/api/v2/pokemon/xatu,178,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
179,mareep,mareep,55,40,40,65,45,35,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/mareep,179,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
180,flaaffy,flaaffy,70,55,55,80,60,45,365,PokéAPI,https://pokeapi.co/api/v2/pokemon/flaaffy,180,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
181,ampharos,ampharos,90,75,85,115,90,55,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/ampharos,181,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
182,bellossom,bellossom,75,80,95,90,100,50,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/bellossom,182,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
183,marill,marill,70,20,50,20,50,40,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/marill,183,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
184,azumarill,azumarill,100,50,80,60,80,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/azumarill,184,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
185,sudowoodo,sudowoodo,70,100,115,30,65,30,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/sudowoodo,185,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
186,politoed,politoed,90,75,75,90,100,70,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/politoed,186,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
187,hoppip,hoppip,35,35,40,35,55,50,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/hoppip,187,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
188,skiploom,skiploom,55,45,50,45,65,80,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/skiploom,188,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
189,jumpluff,jumpluff,75,55,70,55,95,110,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/jumpluff,189,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
190,aipom,aipom,55,70,55,40,55,85,360,PokéAPI,https://pokeapi.co/api/v2/pokemon/aipom,190,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
191,sunkern,sunkern,30,30,30,30,30,30,180,PokéAPI,https://pokeapi.co/api/v2/pokemon/sunkern,191,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
192,sunflora,sunflora,75,75,55,105,85,30,425,PokéAPI,https://pokeapi.co/api/v2/pokemon/sunflora,192,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
193,yanma,yanma,65,65,45,75,45,95,390,PokéAPI,https://pokeapi.co/api/v2/pokemon/yanma,193,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
194,wooper,wooper,55,45,45,25,25,15,210,PokéAPI,https://pokeapi.co/api/v2/pokemon/wooper,194,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
195,quagsire,quagsire,95,85,85,65,65,35,430,PokéAPI,https://pokeapi.co/api/v2/pokemon/quagsire,195,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
196,espeon,espeon,65,65,60,130,95,110,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/espeon,196,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
197,umbreon,umbreon,95,65,110,60,130,65,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/umbreon,197,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
198,murkrow,murkrow,60,85,42,85,42,91,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/murkrow,198,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
199,slowking,slowking,95,75,80,100,110,30,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/slowking,199,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
200,misdreavus,misdreavus,60,60,60,85,85,85,435,PokéAPI,https://pokeapi.co/api/v2/pokemon/misdreavus,200,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
201,unown,unown,48,72,48,72,48,48,336,PokéAPI,https://pokeapi.co/api/v2/pokemon/unown,201,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
202,wobbuffet,wobbuffet,190,33,58,33,58,33,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/wobbuffet,202,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
203,girafarig,girafarig,70,80,65,90,65,85,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/girafarig,203,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
204,pineco,pineco,50,65,90,35,35,15,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/pineco,204,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
205,forretress,forretress,75,90,140,60,60,40,465,PokéAPI,https://pokeapi.co/api/v2/pokemon/forretress,205,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
206,dunsparce,dunsparce,100,70,70,65,65,45,415,PokéAPI,https://pokeapi.co/api/v2/pokemon/dunsparce,206,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
207,gligar,gligar,65,75,105,35,65,85,430,PokéAPI,https://pokeapi.co/api/v2/pokemon/gligar,207,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
208,steelix,steelix,75,85,200,55,65,30,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/steelix,208,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
209,snubbull,snubbull,60,80,50,40,40,30,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/snubbull,209,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
210,granbull,granbull,90,120,75,60,60,45,450,PokéAPI,https://pokeapi.co/api/v2/pokemon/granbull,210,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
211,qwilfish,qwilfish,65,95,85,55,55,85,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/qwilfish,211,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
212,scizor,scizor,70,130,100,55,80,65,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/scizor,212,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
213,shuckle,shuckle,20,10,230,10,230,5,505,PokéAPI,https://pokeapi.co/api/v2/pokemon/shuckle,213,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
214,heracross,heracross,80,125,75,40,95,85,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/heracross,214,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
215,sneasel,sneasel,55,95,55,35,75,115,430,PokéAPI,https://pokeapi.co/api/v2/pokemon/sneasel,215,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
216,teddiursa,teddiursa,60,80,50,50,50,40,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/teddiursa,216,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
217,ursaring,ursaring,90,130,75,75,75,55,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/ursaring,217,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
218,slugma,slugma,40,40,40,70,40,20,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/slugma,218,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
219,magcargo,magcargo,60,50,120,90,80,30,430,PokéAPI,https://pokeapi.co/api/v2/pokemon/magcargo,219,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
220,swinub,swinub,50,50,40,30,30,50,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/swinub,220,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
221,piloswine,piloswine,100,100,80,60,60,50,450,PokéAPI,https://pokeapi.co/api/v2/pokemon/piloswine,221,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
222,corsola,corsola,65,55,95,65,95,35,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/corsola,222,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
223,remoraid,remoraid,35,65,35,65,35,65,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/remoraid,223,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
224,octillery,octillery,75,105,75,105,75,45,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/octillery,224,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
225,delibird,delibird,45,55,45,65,45,75,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/delibird,225,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
226,mantine,mantine,85,40,70,80,140,70,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/mantine,226,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
227,skarmory,skarmory,65,80,140,40,70,70,465,PokéAPI,https://pokeapi.co/api/v2/pokemon/skarmory,227,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
228,houndour,houndour,45,60,30,80,50,65,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/houndour,228,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
229,houndoom,houndoom,75,90,50,110,80,95,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/houndoom,229,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
230,kingdra,kingdra,75,95,95,95,95,85,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/kingdra,230,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
231,phanpy,phanpy,90,60,60,40,40,40,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/phanpy,231,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
232,donphan,donphan,90,120,120,60,60,50,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/donphan,232,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
233,porygon2,porygon2,85,80,90,105,95,60,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/porygon2,233,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
234,stantler,stantler,73,95,62,85,65,85,465,PokéAPI,https://pokeapi.co/api/v2/pokemon/stantler,234,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
235,smeargle,smeargle,55,20,35,20,45,75,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/smeargle,235,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
236,tyrogue,tyrogue,35,35,35,35,35,35,210,PokéAPI,https://pokeapi.co/api/v2/pokemon/tyrogue,236,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
237,hitmontop,hitmontop,50,95,95,35,110,70,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/hitmontop,237,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
238,smoochum,smoochum,45,30,15,85,65,65,305,PokéAPI,https://pokeapi.co/api/v2/pokemon/smoochum,238,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
239,elekid,elekid,45,63,37,65,55,95,360,PokéAPI,https://pokeapi.co/api/v2/pokemon/elekid,239,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
240,magby,magby,45,75,37,70,55,83,365,PokéAPI,https://pokeapi.co/api/v2/pokemon/magby,240,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
241,miltank,miltank,95,80,105,40,70,100,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/miltank,241,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
242,blissey,blissey,255,10,10,75,135,55,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/blissey,242,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
243,raikou,raikou,90,85,75,115,100,115,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/raikou,243,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
244,entei,entei,115,115,85,90,75,100,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/entei,244,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
245,suicune,suicune,100,75,115,90,115,85,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/suicune,245,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
246,larvitar,larvitar,50,64,50,45,50,41,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/larvitar,246,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
247,pupitar,pupitar,70,84,70,65,70,51,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/pupitar,247,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
248,tyranitar,tyranitar,100,134,110,95,100,61,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/tyranitar,248,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
249,lugia,lugia,106,90,130,90,154,110,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/lugia,249,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
250,ho-oh,ho-oh,106,130,90,110,154,90,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/ho-oh,250,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
251,celebi,celebi,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/celebi,251,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
252,treecko,treecko,40,45,35,65,55,70,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/treecko,252,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
253,grovyle,grovyle,50,65,45,85,65,95,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/grovyle,253,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
254,sceptile,sceptile,70,85,65,105,85,120,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/sceptile,254,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
255,torchic,torchic,45,60,40,70,50,45,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/torchic,255,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
256,combusken,combusken,60,85,60,85,60,55,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/combusken,256,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
257,blaziken,blaziken,80,120,70,110,70,80,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/blaziken,257,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
258,mudkip,mudkip,50,70,50,50,50,40,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/mudkip,258,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
259,marshtomp,marshtomp,70,85,70,60,70,50,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/marshtomp,259,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
260,swampert,swampert,100,110,90,85,90,60,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/swampert,260,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
261,poochyena,poochyena,35,55,35,30,30,35,220,PokéAPI,https://pokeapi.co/api/v2/pokemon/poochyena,261,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
262,mightyena,mightyena,70,90,70,60,60,70,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/mightyena,262,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
263,zigzagoon,zigzagoon,38,30,41,30,41,60,240,PokéAPI,https://pokeapi.co/api/v2/pokemon/zigzagoon,263,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
264,linoone,linoone,78,70,61,50,61,100,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/linoone,264,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
265,wurmple,wurmple,45,45,35,20,30,20,195,PokéAPI,https://pokeapi.co/api/v2/pokemon/wurmple,265,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
266,silcoon,silcoon,50,35,55,25,25,15,205,PokéAPI,https://pokeapi.co/api/v2/pokemon/silcoon,266,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
267,beautifly,beautifly,60,70,50,100,50,65,395,PokéAPI,https://pokeapi.co/api/v2/pokemon/beautifly,267,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
268,cascoon,cascoon,50,35,55,25,25,15,205,PokéAPI,https://pokeapi.co/api/v2/pokemon/cascoon,268,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
269,dustox,dustox,60,50,70,50,90,65,385,PokéAPI,https://pokeapi.co/api/v2/pokemon/dustox,269,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
270,lotad,lotad,40,30,30,40,50,30,220,PokéAPI,https://pokeapi.co/api/v2/pokemon/lotad,270,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
271,lombre,lombre,60,50,50,60,70,50,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/lombre,271,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
272,ludicolo,ludicolo,80,70,70,90,100,70,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/ludicolo,272,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
273,seedot,seedot,40,40,50,30,30,30,220,PokéAPI,https://pokeapi.co/api/v2/pokemon/seedot,273,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
274,nuzleaf,nuzleaf,70,70,40,60,40,60,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/nuzleaf,274,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
275,shiftry,shiftry,90,100,60,90,60,80,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/shiftry,275,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
276,taillow,taillow,40,55,30,30,30,85,270,PokéAPI,https://pokeapi.co/api/v2/pokemon/taillow,276,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
277,swellow,swellow,60,85,60,75,50,125,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/swellow,277,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
278,wingull,wingull,40,30,30,55,30,85,270,PokéAPI,https://pokeapi.co/api/v2/pokemon/wingull,278,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
279,pelipper,pelipper,60,50,100,95,70,65,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/pelipper,279,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
280,ralts,ralts,28,25,25,45,35,40,198,PokéAPI,https://pokeapi.co/api/v2/pokemon/ralts,280,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
281,kirlia,kirlia,38,35,35,65,55,50,278,PokéAPI,https://pokeapi.co/api/v2/pokemon/kirlia,281,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
282,gardevoir,gardevoir,68,65,65,125,115,80,518,PokéAPI,https://pokeapi.co/api/v2/pokemon/gardevoir,282,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
283,surskit,surskit,40,30,32,50,52,65,269,PokéAPI,https://pokeapi.co/api/v2/pokemon/surskit,283,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
284,masquerain,masquerain,70,60,62,100,82,80,454,PokéAPI,https://pokeapi.co/api/v2/pokemon/masquerain,284,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
285,shroomish,shroomish,60,40,60,40,60,35,295,PokéAPI,https://pokeapi.co/api/v2/pokemon/shroomish,285,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
286,breloom,breloom,60,130,80,60,60,70,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/breloom,286,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
287,slakoth,slakoth,60,60,60,35,35,30,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/slakoth,287,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
288,vigoroth,vigoroth,80,80,80,55,55,90,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/vigoroth,288,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
289,slaking,slaking,150,160,100,95,65,100,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/slaking,289,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
290,nincada,nincada,31,45,90,30,30,40,266,PokéAPI,https://pokeapi.co/api/v2/pokemon/nincada,290,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
291,ninjask,ninjask,61,90,45,50,50,160,456,PokéAPI,https://pokeapi.co/api/v2/pokemon/ninjask,291,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
292,shedinja,shedinja,1,90,45,30,30,40,236,PokéAPI,https://pokeapi.co/api/v2/pokemon/shedinja,292,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
293,whismur,whismur,64,51,23,51,23,28,240,PokéAPI,https://pokeapi.co/api/v2/pokemon/whismur,293,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
294,loudred,loudred,84,71,43,71,43,48,360,PokéAPI,https://pokeapi.co/api/v2/pokemon/loudred,294,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
295,exploud,exploud,104,91,63,91,73,68,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/exploud,295,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
296,makuhita,makuhita,72,60,30,20,30,25,237,PokéAPI,https://pokeapi.co/api/v2/pokemon/makuhita,296,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
297,hariyama,hariyama,144,120,60,40,60,50,474,PokéAPI,https://pokeapi.co/api/v2/pokemon/hariyama,297,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
298,azurill,azurill,50,20,40,20,40,20,190,PokéAPI,https://pokeapi.co/api/v2/pokemon/azurill,298,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
299,nosepass,nosepass,30,45,135,45,90,30,375,PokéAPI,https://pokeapi.co/api/v2/pokemon/nosepass,299,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
300,skitty,skitty,50,45,45,35,35,50,260,PokéAPI,https://pokeapi.co/api/v2/pokemon/skitty,300,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
301,delcatty,delcatty,70,65,65,55,55,90,400,PokéAPI,https://pokeapi.co/api/v2/pokemon/delcatty,301,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
302,sableye,sableye,50,75,75,65,65,50,380,PokéAPI,https://pokeapi.co/api/v2/pokemon/sableye,302,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
303,mawile,mawile,50,85,85,55,55,50,380,PokéAPI,https://pokeapi.co/api/v2/pokemon/mawile,303,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
304,aron,aron,50,70,100,40,40,30,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/aron,304,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
305,lairon,lairon,60,90,140,50,50,40,430,PokéAPI,https://pokeapi.co/api/v2/pokemon/lairon,305,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
306,aggron,aggron,70,110,180,60,60,50,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/aggron,306,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
307,meditite,meditite,30,40,55,40,55,60,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/meditite,307,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
308,medicham,medicham,60,60,75,60,75,80,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/medicham,308,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
309,electrike,electrike,40,45,40,65,40,65,295,PokéAPI,https://pokeapi.co/api/v2/pokemon/electrike,309,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
310,manectric,manectric,70,75,60,105,60,105,475,PokéAPI,https://pokeapi.co/api/v2/pokemon/manectric,310,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
311,plusle,plusle,60,50,40,85,75,95,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/plusle,311,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
312,minun,minun,60,40,50,75,85,95,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/minun,312,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
313,volbeat,volbeat,65,73,75,47,85,85,430,PokéAPI,https://pokeapi.co/api/v2/pokemon/volbeat,313,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
314,illumise,illumise,65,47,75,73,85,85,430,PokéAPI,https://pokeapi.co/api/v2/pokemon/illumise,314,2026-07-18T17:21:32.693897+00:00,0.0.0-dev
